,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),주차면수합,옥외자주식대수(대),옥외자주식면적(㎡),변환_행정동
3086,경기도 수원시 영통구 매탄동 1255-6번지,41117,10100,0,1255,6,10841239747,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-2 (매탄동),,,,,0,4.11E+11,10101,0,84,2,,0,주건축물,243.5,135.01,55.45,503.48,377,154.83,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[17가구],10,(철근)콘크리트,경사슬라브,0,17,10.3,3,1,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄3동
3087,경기도 수원시 영통구 매탄동 1255-7번지,41117,10100,0,1255,7,10841239748,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-6 (매탄동),,,,,0,4.11E+11,10101,0,84,6,,0,주건축물,229.2,128.33,55.99,502.56,376.92,164.45,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[16가구],10,(철근)콘크리트,슬라브,0,16,11.2,3,1,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄3동
3088,경기도 수원시 영통구 매탄동 1255-8번지,41117,10100,0,1255,8,10841239749,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-10 (매탄동),예림하우스,,,,0,4.11E+11,10101,0,84,10,,0,주건축물,229.4,134.47,59.93,503.23,381.49,166.3,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[19가구],10,(철근)콘크리트,경사슬라브,0,19,9.3,3,1,0,0,0,0,0,0,0,0,0,0,4,4,47,매탄3동
3089,경기도 수원시 영통구 매탄동 1255-9번지,41117,10100,0,1255,9,10841239750,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-14 (매탄동),,,,,0,4.11E+11,10101,0,84,14,,0,주건축물,229.7,131.13,57.09,502.71,376.77,164.03,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[19가구],10,(철근)콘크리트,슬라브,0,19,10.8,3,1,0,0,0,0,502.71,0,0,0,0,0,4,4,47,매탄3동
3090,경기도 수원시 영통구 매탄동 1255-10번지,41117,10100,0,1255,10,10841239751,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-16 (매탄동),홍익주택3차,,,,0,4.11E+11,10101,0,84,16,,0,주건축물,244.7,143.96,58.83,540.81,410.94,167.94,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[14가구],10,(철근)콘크리트,경사슬라브,0,14,9.3,3,1,0,0,0,0,0,0,0,0,0,0,5,5,58.5,매탄3동
3091,경기도 수원시 영통구 매탄동 1256-1번지,41117,10100,0,1256,1,10841239752,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-1 (매탄동),,,,,0,4.11E+11,10101,0,84,1,,0,주건축물,234.3,139.26,59.44,524.16,399.99,170.72,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[19가구],10,(철근)콘크리트,슬라브,0,19,10.8,3,1,0,0,0,0,0,0,0,0,0,1,4,3,21.53,매탄3동
3092,경기도 수원시 영통구 매탄동 1256-2번지,41117,10100,0,1256,2,10841239753,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-5 (매탄동),,,,,0,4.11E+11,10101,0,84,5,,0,주건축물,209.7,121.22,57.81,456.29,336.32,160.38,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[19가구],10,(철근)콘크리트,경사슬라브,0,19,10.8,3,1,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄3동
3093,경기도 수원시 영통구 매탄동 1256-3번지,41117,10100,0,1256,3,10841239754,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-7 (매탄동),,,,,0,4.11E+11,10101,0,84,7,,0,주건축물,196.3,116.48,59.34,435.42,321.19,163.62,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[19가구],10,(철근)콘크리트,경사슬라브,0,19,10.7,3,1,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄3동
3094,경기도 수원시 영통구 매탄동 1256-4번지,41117,10100,0,1256,4,10841239755,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-11 (매탄동),,,,,0,4.11E+11,10101,0,84,11,,0,주건축물,196.2,115.32,58.78,415.3,309.81,157.91,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[17가구],10,(철근)콘크리트,경사슬라브,0,17,11.5,3,1,0,0,0,0,0,0,0,0,0,0,3,3,35,매탄3동
3095,경기도 수원시 영통구 매탄동 1256-5번지,41117,10100,0,1256,5,10841239756,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-13 (매탄동),,,,,0,4.11E+11,10101,0,84,13,,0,주건축물,195.8,117.47,59.99,428.81,330.53,168.81,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[18가구],10,(철근)콘크리트,슬라브,0,18,10.5,3,1,0,0,0,0,0,0,0,0,0,1,3,2,23,매탄3동
3096,경기도 수원시 영통구 매탄동 1256-6번지,41117,10100,0,1256,6,10841239757,1,일반,2,일반건축물,경기도 수원시 영통구 매탄로140번길 84-15 (매탄동),,,,,0,4.11E+11,10101,0,84,15,,0,주건축물,199.3,107.32,53.85,414.04,310.53,155.81,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[16가구],10,(철근)콘크리트,슬라브,0,16,10.9,3,1,0,0,0,0,0,0,0,0,0,0,3,3,34.5,매탄3동
3097,경기도 수원시 영통구 매탄동 1256-7번지,41117,10100,0,1256,7,10841239758,1,일반,2,일반건축물,경기도 수원시 영통구 인계로292번길 26 (매탄동),,,,,0,4.11E+11,10101,0,26,,,0,주건축물,234.3,139.08,59.36,387.3,387.3,165.3,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"제1종근린생활시설, 단독주택",10,(철근)콘크리트,경사슬라브,0,6,11,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,매탄3동
