,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),주차면수합,옥외자주식대수(대),옥외자주식면적(㎡),변환_행정동
6713,경기도 수원시 영통구 영통동 1033-12번지,41117,10500,0,1033,12,10841242728,1,일반,2,일반건축물,경기도 수원시 영통구 청명로59번길 8 (영통동),,,,,0,4.11E+11,10501,0,8,0,,0,주건축물,203.2,113.96,56.08,330.26,330.26,162.53,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[9가구],10,(철근)콘크리트,평슬라브,0,9,10.2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6714,경기도 수원시 영통구 영통동 1033-13번지,41117,10500,0,1033,13,10841242729,1,일반,2,일반건축물,경기도 수원시 영통구 청명로59번길 6 (영통동),,,,,0,4.11E+11,10501,0,6,0,,0,주건축물,203,117.21,57.74,329.67,329.67,162.4,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,다가구주택(11가구),10,(철근)콘크리트,슬라브,0,11,9.2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6715,경기도 수원시 영통구 영통동 1033-14번지,41117,10500,0,1033,14,10841242730,1,일반,2,일반건축물,경기도 수원시 영통구 청명로59번길 4 (영통동),,,,,0,4.11E+11,10501,0,4,,,0,주건축물,202.8,121.37,59.85,362.71,362.71,178.85,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(다가구),10,(철근)콘크리트,경사슬라브,0,9,10.5,3,0,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6716,경기도 수원시 영통구 영통동 1033-15번지,41117,10500,0,1033,15,10841242731,1,일반,2,일반건축물,경기도 수원시 영통구 청명로59번길 2 (영통동),,,,,0,4.11E+11,10501,0,2,0,,0,주건축물,202.6,110.43,54.51,416.88,312.36,154.18,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[13가구],10,(철근)콘크리트,슬라브,0,13,10.5,3,1,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6717,경기도 수원시 영통구 영통동 1034-1번지,41117,10500,0,1034,1,10841242732,1,일반,2,일반건축물,경기도 수원시 영통구 청명로77번길 33 (영통동),순 빌딩,,,,0,4.11E+11,10501,0,33,,,0,주건축물,243,144.5,59.47,824.52,824.52,339.31,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,22.1,6,0,1,0,0,0,824.52,0,0,0,0,0,5,5,57.5,영통3동
6718,경기도 수원시 영통구 영통동 1034-2번지,41117,10500,0,1034,2,10841242733,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 98 (영통동),,,,,0,4.11E+11,10501,0,98,0,,0,주건축물,246.1,146.2,59.41,740.1,568.74,231.1,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,경사슬라브,0,0,16.51,4,1,1,0,0,0,0,0,0,0,0,0,5,5,57.5,영통3동
6720,경기도 수원시 영통구 영통동 1034-4번지,41117,10500,0,1034,4,10841242735,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 96 (영통동),,,,,0,4.11E+11,10501,0,96,,,0,주건축물,245.9,146.12,59.42,822.72,822.72,334.58,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,"제2종근린생활시설, 제1종근린생활시설",10,(철근)콘크리트,평슬라브,0,0,25.4,7,0,0,0,0,0,0,0,0,0,0,0,5,5,57.5,영통3동
6721,경기도 수원시 영통구 영통동 1034-5번지,41117,10500,0,1034,5,10841242736,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 94 (영통동),,,,,0,4.11E+11,10501,0,94,,,0,주건축물,246,139.26,56.38,689.18,556.14,225.16,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,경사슬라브,0,0,14.5,4,1,0,0,0,0,0,0,0,0,0,0,5,5,57.5,영통3동
6722,경기도 수원시 영통구 영통동 1034-6번지,41117,10500,0,1034,6,10841242737,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 92 (영통동),,,,,0,4.11E+11,10501,0,92,0,,0,주건축물,245.9,131.76,53.58,727.2,627.12,255.03,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,슬라브,0,0,19.95,5,1,0,0,0,0,0,0,0,0,0,2,5,3,34.5,영통3동
6723,경기도 수원시 영통구 영통동 1034-7번지,41117,10500,0,1034,7,10841242738,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 90 (영통동),정연택씨 근생,,,,0,4.11E+11,10501,0,90,0,,0,주건축물,246.1,142.6,57.94,691.96,598.56,243.22,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,"제2종근린생활시설(사무소,학원)",10,(철근)콘크리트,(철근)콘크리트,0,0,25.8,6,0,1,0,0,0,598.56,0,0,0,0,0,4,4,46,영통3동
6724,경기도 수원시 영통구 영통동 1034-8번지,41117,10500,0,1034,8,10841242739,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 7-5 (영통동),,,,,0,4.11E+11,10501,0,7,5,,0,주건축물,188.9,111.78,59.17,400.05,298.17,157.85,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,다가구주택[16가구],10,(철근)콘크리트,콘크리트평슬래브,0,16,10.975,3,1,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6725,경기도 수원시 영통구 영통동 1034-9번지,41117,10500,0,1034,9,10841242740,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 7-3 (영통동),,,,,0,4.11E+11,10501,0,7,3,,0,주건축물,188.5,110.47,58.6,471.34,326.69,173.31,19,기타조적구조,"철근콘크리트조, 일반철골구조, 조적조",1000,단독주택,"단독주택[6가구], 제2종근린생활시설",10,(철근)콘크리트,평슬라브,0,6,12.9,4,1,0,0,0,0,0,0,0,0,0,2,3,1,11.5,영통3동
6726,경기도 수원시 영통구 영통동 1034-10번지,41117,10500,0,1034,10,10841242741,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 7-1 (영통동),,,,,0,4.11E+11,10501,0,7,1,,0,주건축물,188,111.32,59.21,312.76,312.76,166.36,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,평스라브,0,3,10.2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6727,경기도 수원시 영통구 영통동 1034-11번지,41117,10500,0,1034,11,10841242742,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 1 (영통동),,,,,0,4.11E+11,10501,0,1,,,0,주건축물,187,110.38,59.03,437.53,327.15,174.95,21,철근콘크리트구조,RC/조적조,1000,단독주택,근생/주택(6가구),10,(철근)콘크리트,경사슬라브,0,6,11.3,3,1,0,0,0,0,0,0,0,0,0,0,4,4,46,영통3동
6728,경기도 수원시 영통구 영통동 1034-12번지,41117,10500,0,1034,12,10841242743,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로 5 (영통동),,,,,0,4.11E+11,10501,0,5,0,,0,주건축물,188,108.9,57.93,326.7,326.7,173.78,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,4,12.5,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6729,경기도 수원시 영통구 영통동 1034-13번지,41117,10500,0,1034,13,10841242744,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로 3 (영통동),,,,,0,4.11E+11,10501,0,3,0,,0,주건축물,187.6,101.61,54.16,337.15,337.15,179.72,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,13.5,4,0,0,0,0,0,337.15,0,0,0,0,0,2,2,23,영통3동
6730,경기도 수원시 영통구 영통동 1034-14번지,41117,10500,0,1034,14,10841242745,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로 1 (영통동),영통동 빌딩,,,,0,4.11E+11,10501,0,1,,영통동 빌딩,0,주건축물,259.4,153.76,59.28,647.99,647.99,249.8,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,23.5,6,0,1,0,0,0,647.99,0,0,0,0,0,5,5,57.5,영통3동
6731,경기도 수원시 영통구 영통동 1035-1번지,41117,10500,0,1035,1,10841242746,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 21 (영통동),,,,,0,4.11E+11,10501,0,21,0,,0,주건축물,200.2,118.46,59.17,351.05,351.05,175.35,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,콘크리트경사스라브,0,3,10.2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6732,경기도 수원시 영통구 영통동 1035-2번지,41117,10500,0,1035,2,10841242747,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 17 (영통동),,,,,0,4.11E+11,10501,0,17,0,,0,주건축물,202,120.37,59.59,330.51,330.51,163.62,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,근생/주택(3가구),10,(철근)콘크리트,평스라브,0,3,10.5,3,0,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6733,경기도 수원시 영통구 영통동 1035-3번지,41117,10500,0,1035,3,10841242748,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 15 (영통동),,,,,0,4.11E+11,10501,0,15,0,,0,주건축물,202,119.71,59.26,329.33,329.33,163.03,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,근생/주택(3가구),10,(철근)콘크리트,경사슬라브,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6734,경기도 수원시 영통구 영통동 1035-4번지,41117,10500,0,1035,4,10841242749,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 13 (영통동),,,,,0,4.11E+11,10501,0,13,,,0,주건축물,202,119.71,59.26,329.33,329.33,163.03,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,근생/주택(3가구),10,(철근)콘크리트,경사슬라브,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6735,경기도 수원시 영통구 영통동 1035-5번지,41117,10500,0,1035,5,10841242750,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 7-2 (영통동),,,,,0,4.11E+11,10501,0,7,2,,0,주건축물,199.8,119.08,59.6,351.18,351.18,175.77,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"단독주택[5가구], 제2종근린생활시설",10,(철근)콘크리트,콘크리트경사슬라브,0,5,10.5,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6736,경기도 수원시 영통구 영통동 1035-6번지,41117,10500,0,1035,6,10841242751,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 7-6 (영통동),,,,,0,4.11E+11,10501,0,7,6,,0,주건축물,200.1,116.75,58.35,350.25,350.25,175.04,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"단독주택[5가구], 제1종근린생활시설",10,(철근)콘크리트,콘크리트경사슬라브,0,5,11.5,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6737,경기도 수원시 영통구 영통동 1035-7번지,41117,10500,0,1035,7,10841242752,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 7-12 (영통동),,,,,0,4.11E+11,10501,0,7,12,,0,주건축물,201.4,118.72,58.95,336.88,336.88,167.27,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[11가구],10,(철근)콘크리트,평슬라브,0,11,11.95,3,0,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6738,경기도 수원시 영통구 영통동 1035-8번지,41117,10500,0,1035,8,10841242753,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 7-16 (영통동),,,,,0,4.11E+11,10501,0,7,16,,0,주건축물,201.4,111.01,55.12,415.63,312.17,155,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[13가구],10,(철근)콘크리트,슬라브,0,13,10.3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6739,경기도 수원시 영통구 영통동 1035-9번지,41117,10500,0,1035,9,10841242754,1,일반,2,일반건축물,경기도 수원시 영통구 청명북로7번길 7-18 (영통동),,,,,0,4.11E+11,10501,0,7,18,,0,주건축물,201.5,119.34,59.23,358.02,358.02,177.68,31,일반철골구조,철골조,1000,단독주택,"다가구주택, 근린생활시설",90,기타지붕,경사지붕,0,5,12.4,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6740,경기도 수원시 영통구 영통동 1035-10번지,41117,10500,0,1035,10,10841242755,1,일반,2,일반건축물,경기도 수원시 영통구 청명로77번길 27 (영통동),,,,,0,4.11E+11,10501,0,27,0,,0,주건축물,199.9,119.3,59.68,357.9,357.9,179.04,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,경사슬라브,0,3,10.8,3,0,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6741,경기도 수원시 영통구 영통동 1036-1번지,41117,10500,0,1036,1,10841242756,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-1 (영통동),1,,,,0,4.11E+11,10501,0,6,1,1,0,주건축물,200.4,110.34,55.06,358.01,358.01,178.65,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"근린생활시설,다가구주택",10,(철근)콘크리트,"(철근)콘크리트,스라브",0,9,12.8,4,0,0,0,0,0,358.01,0,0,0,0,0,2,2,23,영통3동
6742,경기도 수원시 영통구 영통동 1036-2번지,41117,10500,0,1036,2,10841242757,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 10 (영통동),,,,,0,4.11E+11,10501,0,10,,,0,주건축물,197.7,118.14,59.76,335.16,335.16,171.95,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"주택[3가구], 근린생활시설",10,(철근)콘크리트,슬라브,0,3,10.7,3,0,0,0,0,0,335.16,0,0,0,0,0,2,2,23,영통3동
6743,경기도 수원시 영통구 영통동 1036-3번지,41117,10500,0,1036,3,10841242758,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 12 (영통동),,,,,0,4.11E+11,10501,0,12,0,,0,주건축물,198.1,116.25,58.68,372.2,255.95,129.2,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,다가구주택,90,기타지붕,박공지붕,0,11,10.8,3,1,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6744,경기도 수원시 영통구 영통동 1036-4번지,41117,10500,0,1036,4,10841242759,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 16 (영통동),,,,,0,4.11E+11,10501,0,16,,,0,주건축물,198.1,117.88,59.51,328.24,328.24,165.69,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,콘크리트스라브,0,3,10.4,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6745,경기도 수원시 영통구 영통동 1036-5번지,41117,10500,0,1036,5,10841242760,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 18 (영통동),,,,,0,4.11E+11,10501,0,18,,,0,주건축물,198,117.99,59.59,325.98,325.98,164.64,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,근생/주택(3가구),10,(철근)콘크리트,경사슬라브,0,3,10.6,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6746,경기도 수원시 영통구 영통동 1036-6번지,41117,10500,0,1036,6,10841242761,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 20 (영통동),,,,,0,4.11E+11,10501,0,20,0,,0,주건축물,198,118.44,59.82,325.82,325.82,164.56,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,근생/주택(3가구),10,(철근)콘크리트,경사슬라브,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6747,경기도 수원시 영통구 영통동 1036-7번지,41117,10500,0,1036,7,10841242762,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 24 (영통동),,,,,0,4.11E+11,10501,0,24,0,,0,주건축물,197.8,112.5,56.88,326.6,326.6,165.12,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"주택[3가구], 근린생활시설",10,(철근)콘크리트,경사슬라브,0,3,10.1,3,0,0,0,0,0,326.6,0,0,0,0,0,2,2,23,영통3동
6748,경기도 수원시 영통구 영통동 1036-8번지,41117,10500,0,1036,8,10841242763,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 26 (영통동),,,,,0,4.11E+11,10501,0,26,0,,0,주건축물,197.9,111.92,56.55,327.59,327.59,165.53,29,기타콘크리트구조,벽식콘크리트조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,경사슬라브,0,3,10.9,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6749,경기도 수원시 영통구 영통동 1036-9번지,41117,10500,0,1036,9,10841242764,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 28 (영통동),,,,,0,4.11E+11,10501,0,28,0,,0,주건축물,200.6,120.07,59.86,364.5,352.98,175.96,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,4,9.75,3,1,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6750,경기도 수원시 영통구 영통동 1036-10번지,41117,10500,0,1036,10,10841242765,1,일반,2,일반건축물,경기도 수원시 영통구 청명로77번길 28 (영통동),,,,,0,4.11E+11,10501,0,28,,,0,주건축물,200.9,120.05,59.76,360.15,360.15,179.27,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"제2종근린생활시설, 단독주택[6가구]",10,(철근)콘크리트,콘크리트스라브,0,6,12.6,4,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6751,경기도 수원시 영통구 영통동 1036-11번지,41117,10500,0,1036,11,10841242766,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-27 (영통동),,,,,0,4.11E+11,10501,0,6,27,,0,주건축물,198.2,109.56,55.28,405.72,309.18,155.99,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[15가구],10,(철근)콘크리트,콘크리트경사슬라브,0,15,10.95,3,1,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6752,경기도 수원시 영통구 영통동 1036-12번지,41117,10500,0,1036,12,10841242767,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-25 (영통동),,,,,0,4.11E+11,10501,0,6,25,,0,주건축물,198.1,106.76,57.89,416.24,313.08,158.04,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[19가구],10,(철근)콘크리트,경사슬라브,0,19,9.4,3,1,0,0,0,0,0,0,0,0,0,0,3,3,35,영통3동
6753,경기도 수원시 영통구 영통동 1036-13번지,41117,10500,0,1036,13,10841242768,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-21 (영통동),,,,,0,4.11E+11,10501,0,6,21,,0,주건축물,198,112.8,56.97,327.98,327.98,165.65,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,경사슬라브,0,3,11.2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,영통3동
6754,경기도 수원시 영통구 영통동 1036-14번지,41117,10500,0,1036,14,10841242769,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-19 (영통동),,,,,0,4.11E+11,10501,0,6,19,,0,주건축물,198.2,111.8,56.41,327.04,327.04,165.17,21,철근콘크리트구조,옹벽식철근콘크리트조,1000,단독주택,"주택[3가구], 근린생활시설",10,(철근)콘크리트,철근콘크리트경사스라브,0,3,10.2,3,0,0,0,0,0,327.04,0,0,0,0,0,2,2,23,영통3동
6755,경기도 수원시 영통구 영통동 1036-15번지,41117,10500,0,1036,15,10841242770,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-17 (영통동),,,,,0,4.11E+11,10501,0,6,17,,0,주건축물,198.1,118.15,59.64,349.95,349.95,176.65,31,일반철골구조,철골조,1000,단독주택,"주택, 근린생활시설",90,기타지붕,샌드위치판넬,0,6,12.4,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6756,경기도 수원시 영통구 영통동 1036-16번지,41117,10500,0,1036,16,10841242771,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-13 (영통동),,,,,0,4.11E+11,10501,0,6,13,,0,주건축물,198.2,113.28,57.15,329.28,329.28,166.14,21,철근콘크리트구조,철근콘크리트벽식 조적조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,경사슬라브,0,5,9.9,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6757,경기도 수원시 영통구 영통동 1036-17번지,41117,10500,0,1036,17,10841242772,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-11 (영통동),,,,,0,4.11E+11,10501,0,6,11,,0,주건축물,197.9,118.11,59.68,354.33,354.33,179.04,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,3,10.1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6758,경기도 수원시 영통구 영통동 1036-18번지,41117,10500,0,1036,18,10841242773,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로50번길 6-7 (영통동),,,,,0,4.11E+11,10501,0,6,7,,0,주건축물,200.58,111.99,55.83,360.76,360.76,179.86,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,12,12.2,4,0,0,0,0,0,360.76,0,0,0,0,0,2,2,23,영통3동
6759,경기도 수원시 영통구 영통동 1037-1번지,41117,10500,0,1037,1,10841242774,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로 48-1 (영통동),,,,,0,4.11E+11,10501,0,48,1,,0,주건축물,244.1,145.2,59.48,902.71,758.24,310.63,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,슬라브,0,0,25.3,6,1,1,0,0,0,0,0,0,0,0,0,6,6,69,영통3동
6760,경기도 수원시 영통구 영통동 1037-2번지,41117,10500,0,1037,2,10841242775,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로 48 (영통동),,,,,0,4.11E+11,10501,0,48,,,0,주건축물,256.1,151.2,59.04,151.2,151.2,59.04,19,기타조적구조,조적조,4000,제2종근린생활시설,근린생활시설,90,기타지붕,샌드위치판넬,0,0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,2,2,23,영통3동
6761,경기도 수원시 영통구 영통동 1037-3번지,41117,10500,0,1037,3,10841242776,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로 46 (영통동),,,,,0,4.11E+11,10501,0,46,,,0,주건축물,256.2,147.88,57.72,810.78,715.94,279.45,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,"제2종근린생활시설, 제1종근린생활시설",10,(철근)콘크리트,평슬라브,0,0,18.85,5,1,1,0,0,0,0,0,0,0,0,0,5,5,57.48,영통3동
6762,경기도 수원시 영통구 영통동 1037-4번지,41117,10500,0,1037,4,10841242777,1,일반,2,일반건축물,경기도 수원시 영통구 청명남로 44 (영통동),,,,,0,4.11E+11,10501,0,44,0,,0,주건축물,230.9,137.4,59.51,674.79,674.79,292.24,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,22.6,6,0,1,0,0,0,674.79,0,0,0,0,0,4,4,46,영통3동
6763,경기도 수원시 영통구 영통동 1037-5번지,41117,10500,0,1037,5,10841242778,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 114 (영통동),,,,,0,4.11E+11,10501,0,114,0,,0,주건축물,278.4,166.46,59.79,450.27,450.27,161.73,31,일반철골구조,"철근콘크리트조, 조적조, 철골조",4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,슬라브,0,0,13.65,4,0,0,0,0,0,0,0,0,0,0,0,3,3,34.5,영통3동
6764,경기도 수원시 영통구 영통동 1037-6번지,41117,10500,0,1037,6,10841242779,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 110 (영통동),남일빌딩,,,,1,4.11E+11,10501,0,110,,,0,주건축물,546.5,326.36,59.72,2544.82,2141.45,391.85,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,26.45,7,1,1,0,0,0,0,0,0,0,0,12,15,3,34.5,영통3동
6765,경기도 수원시 영통구 영통동 1037-9번지,41117,10500,0,1037,9,10841242780,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 108 (영통동),,,,,0,4.11E+11,10501,0,108,,,0,주건축물,266.7,153.16,57.43,754.43,587.47,220.27,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,90,기타지붕,아스팔트슁글,0,0,14.9,4,1,0,0,0,0,0,0,0,0,0,0,6,6,69,영통3동
6766,경기도 수원시 영통구 영통동 1037-10번지,41117,10500,0,1037,10,10841242781,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 106 (영통동),,,,,0,4.11E+11,10501,0,106,0,,0,주건축물,279.3,164.52,58.9,971.08,822.6,294.52,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,평슬라브,0,0,17.75,5,1,0,0,0,0,0,0,0,0,0,0,6,6,69,영통3동
6767,경기도 수원시 영통구 영통동 1037-11번지,41117,10500,0,1037,11,10841242782,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 104 (영통동),,,,,0,4.11E+11,10501,0,104,,,0,주건축물,279.2,162.72,58.28,698.7,588.15,210.66,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,경사슬라브,0,0,16.32,4,1,1,0,0,0,0,0,0,0,0,0,5,5,57.5,영통3동
6768,경기도 수원시 영통구 영통동 1037-12번지,41117,10500,0,1037,12,10841242783,1,일반,2,일반건축물,경기도 수원시 영통구 반달로 102 (영통동),,,,,0,4.11E+11,10501,0,102,,,0,주건축물,279.4,147.65,52.85,747.1,590.6,211.38,21,철근콘크리트구조,RC조/라멘조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,경사슬라브,0,0,16.3,4,1,0,0,0,0,0,0,0,0,0,0,5,5,57.5,영통3동
