대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력
경기도 수원시 팔달구 교동 119번지,41115,13200,0,0119,0000,10841180226,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 139-5 (교동),,,,,1,411153176007,13203,0,139,5,,0,주건축물,0,114.12,0,221,197.99,0,11,벽돌구조,연와조,04000,제2종근린생활시설,근린생활시설,20,기와,기와,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19740617,,19741228,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 120-1번지,41115,13200,0,0120,0001,10841182442,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 141-1 (교동),,,,,0,411153176007,13203,0,141,1,,0,주건축물,0,49.39,0,49.39,49.39,0,51,일반목구조,목조,01000,단독주택,주택,90,기타지붕,"와즙,평가건",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19471020,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 120-1번지,41115,13200,0,0120,0001,10841182443,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 141-1 (교동),,,,,0,411153176007,13203,0,141,1,,0,주건축물,0,44.3,0,44.3,44.3,0,51,일반목구조,목조,01000,단독주택,주택,90,기타지붕,"와즙, 평가건",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19540502,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 120-1번지,41115,13200,0,0120,0001,10841182441,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 141-1 (교동),,,,,0,411153176007,13203,0,141,1,,0,주건축물,0,41.82,0,41.82,41.82,0,51,일반목구조,목조,04000,제2종근린생활시설,영업소,20,기와,와즙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19470101,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 124-1번지,41115,13200,0,0124,0001,10841177406,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 141-2 (교동),,,,,1,411153176007,13203,0,141,2,,0,주건축물,0,47.11,0,47.11,47.11,0,12,블록구조,세멘부록크조,03000,제1종근린생활시설,점포,30,슬레이트,"스레트즙, 평가건",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19720512,,19720609,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 125번지,41115,13200,0,0125,0000,10841184893,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,84.3,0,84.3,84.3,0,51,일반목구조,목조,04000,제2종근린생활시설,영업소,90,기타지붕,"옥단즙, 평가건",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19520502,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 126-2번지,41115,13200,0,0126,0002,10841177564,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 142 (교동),수림빌딩,,,,0,411153176007,13203,0,142,0,,0,주건축물,100,41.78,41.78,131.73,131.73,131.73,21,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,"제2종근린생활시설,사무소",10,(철근)콘크리트,"(철근)콘크리트,평지붕",0,0,9.75,4,0,0,0,0,0,131.73,0,0,0,0,0,0,0,0,20030814,20040420,20041102,2003,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 128-2번지,41115,13200,0,0128,0002,10841187862,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 140 (교동),,,,,0,411153176007,13203,0,140,0,,0,주건축물,0,608.92,0,1028.09,925.61,0,11,벽돌구조,연와조,14000,업무시설,영업소,30,슬레이트,"스렛트즙, 이층건",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19640715,,19740722,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 130번지,41115,13200,0,0130,0000,10841169436,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,16.56,0,16.56,16.56,0,12,블록구조,세멘브럭조,03000,제1종근린생활시설,점포,30,슬레이트,스레트,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19740509,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 130-1번지,41115,13200,0,0130,0001,10841100420870,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 138 (교동),이춘택병원,,,,4,411153176007,13203,0,138,,부속건축물제1동,1,부속건축물,3448,66.23,1.92,66.23,66.23,1.9,32,경량철골구조,경량철골구조,09000,의료시설,창고,90,기타지붕,기타지붕,0,0,3.15,1,0,0,0,0,0,66.23,0,0,0,0,0,0,64,736,20181004,20181029,20181210,2018,3770030,건축과,1202,증축신고,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 130-1번지,41115,13200,0,0130,0001,10841182424,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 138 (교동),,,,,4,411153176007,13203,0,138,,,0,주건축물,3448,991.17,28.75,7712.19,6313.36,183.10208,21,철근콘크리트구조,"철근콘크리트조, 경량철골조",09000,의료시설,"의료시설,제1종근린생활시설",10,(철근)콘크리트,스라브,0,0,36.65,8,2,4,0,1,66.23,7645.96,0,0,0,0,0,0,63,0,19840512,19860800,19870619,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 130-4번지,41115,13200,0,0130,0004,10841100176511,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 136 (교동),,,,,3,411153176007,13203,0,136,0,,0,주건축물,711,360.5,50.7,1340,1340,188.47,31,일반철골구조,일반철골구조,10000,교육연구시설,"교육연구시설,근린생활시설",10,(철근)콘크리트,평지붕,0,0,20,4,0,1,0,0,0,1340,0,0,0,0,0,0,9,103.5,20070911,20071003,20080423,2007,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 130-9번지,41115,13200,0,0130,0009,10841182495,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 134 (교동),,,,,1,411153176007,13203,0,134,0,,0,주건축물,1264,523.81,41.44,3054.08,1993.09,157.68,21,철근콘크리트구조,철근콘크리트조,14000,업무시설,업무시설,10,(철근)콘크리트,스라브,0,0,16.35,4,1,0,0,0,0,0,0,0,0,0,13,149.5,14,161,19790915,,19810601,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 132-3번지,41115,13200,0,0132,0003,10841185565,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 130 (교동),,,,,0,411153176007,13203,0,130,0,,0,주건축물,0,82.46,0,407.48,329.84,0,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,다방 소매점 사무소,10,(철근)콘크리트,스라브,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19831111,,19850814,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 132-4번지,41115,13200,0,0132,0004,10841178916,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 128 (교동),가동,,,,4,411153176007,13203,0,128,,,0,주건축물,0,220.79,0,1069.25,871.33,0,21,철근콘크리트구조,"철근조, 철근콘크리트조",04000,제2종근린생활시설,병원,10,(철근)콘크리트,스라브,0,0,0,4,1,0,0,0,0,1069.25,0,0,0,0,0,0,0,0,19760628,,19770207,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 132-4번지,41115,13200,0,0132,0004,10841178915,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 128 (교동),,,,,0,411153176007,13203,0,128,,,0,주건축물,0,88.17,0,201.73,176.34,0,11,벽돌구조,연와조,04000,제2종근린생활시설,영업소(사무실),10,(철근)콘크리트,스라브,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19750612,,19760823,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 132-6번지,41115,13200,0,0132,0006,10841185597,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 132 (교동),,,,,0,411153176007,13203,0,132,0,,0,주건축물,0,49.7,0,99.4,99.4,0,11,벽돌구조,세멘벽돌,03000,제1종근린생활시설,점포,10,(철근)콘크리트,스라브,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19770300,,19850206,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 136-4번지,41115,13200,0,0136,0004,10841169138,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 124 (교동),,,,,0,411153176007,13203,0,124,0,,0,주건축물,1821,729.1,40.04,3021.34,2647.84,145.41,21,철근콘크리트구조,철근콘크리트,14000,업무시설,"근린생활시설, 교육연구시설, 업무시설",10,(철근)콘크리트,스라브,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,29,330.5,19711220,,19730802,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 137-8번지,41115,13200,0,0137,0008,10841186461,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 116 (교동),,,,,0,411153176007,13203,0,116,,,0,주건축물,3408,1065.07,31.25,3424.17,2847.37,83.55,21,철근콘크리트구조,"철근콘크리트조, 라멘조, 철골조",14000,업무시설,업무시설(사무실),90,기타지붕,"스라브, 판넬",0,0,16.7,4,1,0,0,0,0,0,0,0,0,0,0,0,34,393,19941124,19941124,19941219,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 142-11번지,41115,13200,0,0142,0011,10841100358745,2,집합,3,표제부,경기도 수원시 팔달구 매산로116번길 19 (교동),삼성캐슬,,,,0,411154328144,13201,0,19,,삼성캐슬,0,주건축물,396,265.65,67.08,1898.51,1714.46,432.94,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"업무시설, 공동주택",10,(철근)콘크리트,평스라브,9,0,24.6,8,1,1,0,0,0,1898.51,0,0,0,0,21,237.9,0,0,20150416,20160215,20170112,2015,3740282,건축과,1101,신축허가,12,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 142-14번지,41115,13200,0,0142,0014,10841100339242,2,집합,3,표제부,경기도 수원시 팔달구 매산로116번길 22 (교동),피카소힐 1동,,,,0,411154328144,13201,0,22,,,0,주건축물,366,193.75,52.94,995.28,995.28,271.93,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,업무시설(오피스텔) 및 공동주택(다세대주택),10,(철근)콘크리트,평슬라브,8,0,22.8,7,0,1,0,0,0,995.28,0,0,0,0,3,39.5,9,99.2,20150617,20150701,20151230,2015,3740282,건축과,1101,신축허가,4,,0,0,,0,,0,20220909,1,
경기도 수원시 팔달구 교동 142-15번지,41115,13200,0,0142,0015,10841100408489,2,집합,3,표제부,경기도 수원시 팔달구 매산로116번길 28-4 (교동),,,,,0,411154328144,13201,0,28,4,,0,주건축물,363,249.28,68.67,1625.83,1597.58,440.1,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"도시형생활주택,업무시설",10,(철근)콘크리트,(철근)콘크리트,16,0,32.8,10,1,1,0,0,0,1625.83,0,0,0,0,17,196.65,0,0,20170713,20171012,20180611,2017,3740282,건축과,1101,신축허가,7,,0,0,,0,,0,20220909,1,Ⅶ-0.204g
경기도 수원시 팔달구 교동 142-19번지,41115,13200,0,0142,0019,10841177893,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로116번길 14 (교동),매산빌딩,,,,0,411154328144,13201,0,14,,,0,주건축물,0,298.6,0,1479.46,1188.67,0,21,철근콘크리트구조,철근콘크리트조,10000,교육연구시설,"제1,2종근린생활시설, 교육연구시설",10,(철근)콘크리트,스라브,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19870227,,19890204,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 142-20번지,41115,13200,0,0142,0020,10841181392,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로116번길 18 (교동),,,,,0,411154328144,13201,0,18,,,0,주건축물,0,449.85,0,2050.38,1696.59,0,21,철근콘크리트구조,라멘조,05000,문화및집회시설,"주택,근린생활시설,업무시설",10,(철근)콘크리트,스라브,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19810314,,19811008,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 142-23번지,41115,13200,0,0142,0023,10841182731,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로116번길 28-2 (교동),,,,,0,411154328144,13201,0,28,2,,0,주건축물,142,102.06,71.87,146.02,146.02,102.83,19,기타조적구조,조적조및 경량철골조,03000,제1종근린생활시설,근린생활시설,90,기타지붕,샌드위치판넬,0,0,6.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19961009,19961206,19970809,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 142-36번지,41115,13200,0,0142,0036,10841100339255,2,집합,3,표제부,경기도 수원시 팔달구 매산로116번길 24 (교동),피카소힐 2동,,,,0,411154328144,13201,0,24,,,0,주건축물,384,200.716,52.27,999.58,999.58,260.31,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,업무시설(오피스텔) 및 공동주택(다세대주택),10,(철근)콘크리트,평스라브,7,0,22.6,7,0,1,0,0,0,999.58,0,0,0,0,2,23,9,104.2,20150622,20150701,20151230,2015,3740282,건축과,1101,신축허가,4,,0,0,,0,,0,20220909,1,
경기도 수원시 팔달구 교동 149-2번지,41115,13200,0,0149,0002,1000000000000001893561,2,집합,3,표제부,경기도 수원시 팔달구 매산로 102 (교동),매산타워,,,,4,411153176007,13203,0,102,0,매산타워,0,주건축물,1530,1179.71,77.11,16159.01,10270.24,671.26,21,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,31.94,9,5,3,0,0,0,16159.01,0,0,0,0,85,4866.84,0,0,20210625,20210903,20230605,2021,3740282,건축과,1101,신축허가,134,,0,0,,0,,0,20230806,1,vII-0.197g
경기도 수원시 팔달구 교동 155-4번지,41115,13200,0,0155,0004,10841173424,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로104번길 34-14 (교동),,,,,0,411154328143,13201,0,34,14,,0,주건축물,0,40,0,40,40,0,11,벽돌구조,연와조,01000,단독주택,주택,90,기타지붕,와즙 평가건,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 165번지,41115,13200,0,0165,0000,10841175024,1,일반,2,일반건축물,,,,,,4,,,0,,,,0,주건축물,0,30.94,0,30.94,30.94,0,99,기타구조,"목조,초즙,평가건",01000,단독주택,주택,90,기타지붕,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 165번지,41115,13200,0,0165,0000,10841175026,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,37.02,0,37.02,37.02,0,99,기타구조,"목조,세와즙,평가건",01000,단독주택,"주택, 점포",90,기타지붕,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 165-1번지,41115,13200,0,0165,0001,10841171293,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로92번길 9 (교동),,,,,0,411154861787,13202,0,9,0,,0,주건축물,114,98.64,86.52,378.78,378.78,307.4,21,철근콘크리트구조,"라멘조, 경량철골조, 연와조",01000,단독주택,근생 및 주택(6가구),90,기타지붕,판넬,0,6,14,4,0,0,0,0,0,0,0,0,0,0,2,23,0,0,19960321,19960401,19961205,,,,,,2,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 165-4번지,41115,13200,0,0165,0004,10841181809,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로92번길 11 (교동),,,,,0,411154861787,13202,0,11,0,,0,주건축물,136.72,102.54,75,194.08,185.3,135.53,21,철근콘크리트구조,"철근콘크리트, 연와조",01000,단독주택,주택,10,(철근)콘크리트,스라브,0,0,5.4,2,1,0,0,0,6.15,0,0,0,0,0,0,0,0,0,19831230,,19840627,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 173-4번지,41115,13200,0,0173,0004,10841169371,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로55번길 17-4 (교동),,,,,0,411154861785,13202,0,17,4,,0,주건축물,0,75.31,0,117.42,116.43,0,11,벽돌구조,연와조,01000,단독주택,주택,10,(철근)콘크리트,슬라브,0,2,0,2,1,0,0,1,0.99,0,0,0,0,0,0,0,0,0,19780918,,19781106,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 174-1번지,41115,13200,0,0174,0001,10841176652,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로92번길 3 (교동),,,,,1,411154861787,13202,0,3,0,,0,주건축물,251,153.81,61.27,988.01,689.85,274.84,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,근린생활시설 및 여관,10,(철근)콘크리트,평스라브,0,1,20.5,5,2,0,0,0,0,0,0,0,0,0,6,0,0,0,19960820,19960919,19970718,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 174-3번지,41115,13200,0,0174,0003,10841167987,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로55번길 21 (교동),,,,,0,411154861785,13202,0,21,0,,0,주건축물,0,262.81,0,525.62,525.62,0,21,철근콘크리트구조,"철근콩크리트,스라부즙,이층건",10000,교육연구시설,학교,10,(철근)콘크리트,스라브,0,0,9.7,2,0,0,0,0,0,525.62,0,0,0,0,0,0,0,0,19630805,,19631110,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 174-3번지,41115,13200,0,0174,0003,10841167986,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로55번길 21 (교동),,,,,0,411154861785,13202,0,21,0,,0,주건축물,0,363.03,0,1116.15,1046.49,0,21,철근콘크리트구조,"철근콩크리트,스라부즙,이층건",10000,교육연구시설,학교,10,(철근)콘크리트,스라브,0,0,12.25,3,1,0,0,0,0,1116.15,0,0,0,0,0,0,0,0,20040628,20040719,20041123,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 176번지,41115,13200,0,0176,0000,10841172987,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로92번길 1-1 (교동),,,,,1,411154861787,13202,0,1,1,,0,주건축물,0,218.74,0,689.15,517.01,0,21,철근콘크리트구조,"조적조,라멘조",03000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,슬라브,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19910824,,19920131,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 177번지,41115,13200,0,0177,0000,10841100394488,2,집합,3,표제부,경기도 수원시 팔달구 매산로96번길 6-3 (교동),세림타워,,,,0,411154328154,13201,0,6,3,세림타워,0,주건축물,445,267.12,60.03,1842.03,1580.52,355.17,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"공동주택,업무시설",10,(철근)콘크리트,(철근)콘크리트,8,0,32.8,10,1,1,0,0,0,1842.03,0,0,0,0,18,207.7,0,0,20170502,20170609,20180206,2017,3740282,건축과,1101,신축허가,10,,0,0,,0,,0,20220909,1,
경기도 수원시 팔달구 교동 178번지,41115,13200,0,0178,0000,10841100263234,2,집합,3,표제부,경기도 수원시 팔달구 매산로96번길 8 (교동),로얄팰리스,,,,0,411154328154,13201,0,8,0,,0,주건축물,348,225.81,64.89,1573.31,1381.16,396.89,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"공동주택(다세대주택),업무시설,근린생활시설",10,(철근)콘크리트,(철근)콘크리트,8,0,26.35,9,1,1,0,0,0,1573.31,0,0,0,0,13,150.2,2,23,20120406,20120420,20121106,2012,3740194,주택건축과,1101,신축허가,2,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 179번지,41115,13200,0,0179,0000,10841100306267,2,집합,3,표제부,경기도 수원시 팔달구 매산로96번길 14 (교동),,,,,0,411154328154,13201,0,14,,,0,주건축물,295,207.52,70.35,1156.47,1156.47,392.02,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"공동주택,업무시설,제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(평스라브),8,0,26.2,9,0,1,0,0,0,1156.47,0,0,0,0,10,115.7,0,0,20131209,20131226,20140718,2013,3740194,주택건축과,1101,신축허가,6,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 180-1번지,41115,13200,0,0180,0001,10841176841,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로55번길 25-1 (교동),,,,,0,411154861785,13202,0,25,1,,0,주건축물,168,83.57,49.74,258.96,258.96,154.14,11,벽돌구조,"연와조, 경량철골조",01000,단독주택,근생및다가구주택(4가구),90,기타지붕,판넬,0,4,13.6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19960120,19960403,19960629,,,,,,1,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 180-2번지,41115,13200,0,0180,0002,10841182267,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로55번길 27-1 (교동),,,,,0,411154861785,13202,0,27,1,,0,주건축물,103,58.63,56.92,147.21,94.88,92.12,11,벽돌구조,연와조,01000,단독주택,주택<3가구>,10,(철근)콘크리트,스라브,0,3,7.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19940804,19940818,19941212,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 180-4번지,41115,13200,0,0180,0004,10841174248,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로55번길 25 (교동),,,,,0,411154861785,13202,0,25,0,,0,주건축물,132,73.51,55.69,198.77,130.42,98.8,19,기타조적구조,조적조,01000,단독주택,다가구주택(5가구),90,기타지붕,,0,5,7.6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19951108,19951111,19960425,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 181번지,41115,13200,0,0181,0000,10841177964,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로55번길 27 (교동),,,,,0,411154861785,13202,0,27,0,,0,주건축물,93,55.06,59.2,161.54,161.54,173.69,21,철근콘크리트구조,철근C.연와조,01000,단독주택,소매점.주택(2가구),10,(철근)콘크리트,스라브,0,2,9.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19930406,19930414,19930810,,,,,,1,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 182번지,41115,13200,0,0182,0000,10841187691,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로96번길 16 (교동),,,,,0,411154328154,13201,0,16,,,0,주건축물,153,95.25,62.25,281.52,281.52,184,21,철근콘크리트구조,"라멘조, 연와조",01000,단독주택,"근린생활시설, 다가구주택(3가구)",10,(철근)콘크리트,스라브,0,3,10.1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19960108,19960403,19960629,,,,,,1,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 184-1번지,41115,13200,0,0184,0001,10841170484,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로55번길 29 (교동),,,,,0,411154861785,13202,0,29,0,,0,주건축물,0,27.34,0,27.34,27.34,0,51,일반목구조,"목조,초즙,평가건",01000,단독주택,주택,90,기타지붕,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19401030,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 185-7번지,41115,13200,0,0185,0007,10841182133,2,집합,3,표제부,경기도 수원시 팔달구 매산로104번길 10 (교동),풍림아이원아파트,,,,0,411154328143,13201,0,10,,풍림아이원아파트,0,주건축물,4271,1839.04,43.06,25531.09,14683.1,343.79,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"공동주택(아파트), 제1종,제2종근린생활시설",90,기타지붕,경량철골경사지붕,156,0,35.45,10,4,3,0,0,0,25531.09,24,274.5,0,0,173,7369.99,8,97,19940331,19940601,20050407,1994,,,1101,신축허가,2,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 186번지,41115,13200,0,0186,0000,10841187573,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로96번길 19 (교동),,,,,0,411154328154,13201,0,19,0,,0,주건축물,129,101.4,78.6,338.49,304.2,235.81,21,철근콘크리트구조,"R.C조,조적조",01000,단독주택,"소매점,다가구주택(3가구)",10,(철근)콘크리트,스라브,0,3,10.3,3,1,0,0,0,0,0,0,0,0,0,2,23,0,0,19950331,19950421,19951124,,,,,,1,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 187번지,41115,13200,0,0187,0000,10841171619,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로96번길 17 (교동),,,,,0,411154328154,13201,0,17,,,0,주건축물,225,138.97,61.76,492.9,378.18,167.21,21,철근콘크리트구조,라멘조및연와조,01000,단독주택,근린생활시설및주택(8가구),10,(철근)콘크리트,스라브,0,8,10.6,3,1,0,0,0,0,0,0,0,0,0,0,0,3,34.5,19940128,19941011,19950413,,,,,,2,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 188번지,41115,13200,0,0188,0000,10841100358767,2,집합,3,표제부,경기도 수원시 팔달구 매산로96번길 13 (교동),디'클라우스(D'Clouse),,,,0,411154328154,13201,0,13,,,0,주건축물,238,163.9,68.87,794.87,794.87,333.98,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,11,0,20,6,0,1,0,0,0,794.87,0,0,0,0,8,127.36,0,0,20160503,20160524,20170111,2016,3770030,건축과,1101,신축허가,3,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 교동 193번지,41115,13200,0,0193,0000,10841179657,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로96번길 6 (교동),,,,,0,411154328154,13201,0,6,,,0,주건축물,101.17,73.01,72.17,199.97,184.46,182.33,11,벽돌구조,연와조,01000,단독주택,주택(3가구용),10,(철근)콘크리트,스라브,0,3,10.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19920108,19920416,19920725,,,,,,0,,0,0,,0,,0,20220909,0,
